Class,City,State,Country,Zipcode,Patent,GYear,AppYearStr,lower,upper,Location,Category,csacode,msacode
252,BRIMFIELD,MA,US,1010,04342668,1982,1980,04049567-2,04049567-2,BRIMFIELD-MA-US,Chemical,44140,44140
425,BRIMFIELD,MA,US,1010,06817853,2004,2002,06482109-6,06482109-6,BRIMFIELD-MA-US,Mechanical,44140,44140
264,BRIMFIELD,MA,US,1010,06838032,2005,2001,05972320-1,05972320-1,BRIMFIELD-MA-US,Mechanical,44140,44140
264,BRIMFIELD,MA,US,1010,06723269,2004,2001,05972320-1,05972320-1,BRIMFIELD-MA-US,Mechanical,44140,44140
424,BRIMFIELD,MA,US,1010,06752982,2004,2002,05972320-1,05972320-1,BRIMFIELD-MA-US,Drugs & Medical,44140,44140
351,BRIMFIELD,MA,US,1010,04417790,1983,1979,05100232-1,05100232-1,BRIMFIELD-MA-US,Drugs & Medical,44140,44140
473,BRIMFIELD,MA,US,1010,06872154,2005,2002,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
73,BRIMFIELD,MA,US,1010,06609410,2003,2001,06482109-6,06482109-6,BRIMFIELD-MA-US,Electrical & Electronic,44140,44140
361,BRIMFIELD,MA,US,1010,07068500,2006,2003,06181552-2,06181552-2,BRIMFIELD-MA-US,Electrical & Electronic,44140,44140
198,BRIMFIELD,MA,US,1010,07059467,2006,2003,07059467-5,07059467-5,BRIMFIELD-MA-US,Mechanical,44140,44140
425,BRIMFIELD,MA,US,1010,06755634,2004,2002,06482109-6,06482109-6,BRIMFIELD-MA-US,Mechanical,44140,44140
473,BRIMFIELD,MA,US,1010,07344453,2008,2007,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
425,BRIMFIELD,MA,US,1010,06769900,2004,2002,06482109-6,06482109-6,BRIMFIELD-MA-US,Mechanical,44140,44140
473,BRIMFIELD,MA,US,1010,06929568,2005,2003,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
355,BRIMFIELD,MA,US,1010,04821061,1989,1987,04339059-1,04339059-1,BRIMFIELD-MA-US,Mechanical,44140,44140
473,BRIMFIELD,MA,US,1010,06616551,2003,2000,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
473,BRIMFIELD,MA,US,1010,07198578,2007,2006,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
264,BRIMFIELD,MA,US,1010,07070726,2006,2002,06482109-6,06482109-6,BRIMFIELD-MA-US,Mechanical,44140,44140
264,BRIMFIELD,MA,US,1010,06969477,2005,2002,06482109-6,06482109-6,BRIMFIELD-MA-US,Mechanical,44140,44140
473,BRIMFIELD,MA,US,1010,06776731,2004,2002,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
473,BRIMFIELD,MA,US,1010,07625303,2009,2006,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
473,BRIMFIELD,MA,US,1010,07320648,2008,2006,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
473,BRIMFIELD,MA,US,1010,06855077,2005,2002,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
473,BRIMFIELD,MA,US,1010,07468007,2008,2007,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
473,BRIMFIELD,MA,US,1010,07232382,2007,2006,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
473,BRIMFIELD,MA,US,1010,07306529,2007,2005,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
264,BRIMFIELD,MA,US,1010,07534384,2009,2005,06482109-6,06482109-6,BRIMFIELD-MA-US,Mechanical,44140,44140
355,BRIMFIELD,MA,US,1010,04933711,1990,1988,04339059-1,04339059-1,BRIMFIELD-MA-US,Mechanical,44140,44140
361,BRIMFIELD,MA,US,1010,06181552,2001,1998,06181552-2,06181552-2,BRIMFIELD-MA-US,Electrical & Electronic,44140,44140
37,BRIMFIELD,MA,US,1010,03883965,1975,1973,03883965-2,03883965-2,BRIMFIELD-MA-US,Others,44140,44140
53,BRIMFIELD,MA,US,1010,04085567,1978,1976,04056200-1,04056200-1,BRIMFIELD-MA-US,Others,44140,44140
360,BRIMFIELD,MA,US,1010,07224545,2007,2004,07099103-2,07099103-2,BRIMFIELD-MA-US,Computers & Communications,44140,44140
473,BRIMFIELD,MA,US,1010,07419443,2008,2007,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
264,BRIMFIELD,MA,US,1010,07128864,2006,2002,06482109-6,06482109-6,BRIMFIELD-MA-US,Mechanical,44140,44140
33,BRIMFIELD,MA,US,1010,07296359,2007,2005,07296359-2,07296359-2,BRIMFIELD-MA-US,Others,44140,44140
473,BRIMFIELD,MA,US,1010,07566281,2009,2006,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
264,BRIMFIELD,MA,US,1010,07422716,2008,2007,06482109-6,06482109-6,BRIMFIELD-MA-US,Mechanical,44140,44140
473,BRIMFIELD,MA,US,1010,06612941,2003,2001,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
198,BRIMFIELD,MA,US,1010,04056200,1977,1976,04056200-1,04056200-1,BRIMFIELD-MA-US,Mechanical,44140,44140
473,BRIMFIELD,MA,US,1010,07074138,2006,2005,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
264,BRIMFIELD,MA,US,1010,06932931,2005,2002,06482109-6,06482109-6,BRIMFIELD-MA-US,Mechanical,44140,44140
345,BRIMFIELD,MA,US,1010,03909823,1975,1974,03909823-1,03909823-1,BRIMFIELD-MA-US,Computers & Communications,44140,44140
425,BRIMFIELD,MA,US,1010,07048534,2006,2004,06482109-6,06482109-6,BRIMFIELD-MA-US,Mechanical,44140,44140
701,BRIMFIELD,MA,US,1010,07844385,2010,2004,05922032-3,07844385-3,BRIMFIELD-MA-US,Computers & Communications,44140,44140
473,BRIMFIELD,MA,US,1010,06902499,2005,2003,06482109-6,06482109-6,BRIMFIELD-MA-US,Others,44140,44140
359,BRIMFIELD,MA,US,1010,03909106,1975,1974,03909106-1,03909106-1,BRIMFIELD-MA-US,Mechanical,44140,44140
264,BRIMFIELD,MA,US,1010,07347964,2008,2005,06482109-6,06482109-6,BRIMFIELD-MA-US,Mechanical,44140,44140
37,BRIMFIELD,MA,US,1010,03883965,1975,1973,03883965-1,03883965-1,BRIMFIELD-MA-US,Others,44140,44140
110,CHESTER,MA,US,1011,07146916,2006,2005,07146916-7,07146916-7,CHESTER-MA-US,Others,38340,38340
,CHESTER,MA,US,1011,D0485965,2004,2002,05638837-4,05638837-4,CHESTER-MA-US,NA,38340,38340
110,CHESTER,MA,US,1011,07461604,2008,2006,07146916-7,07146916-7,CHESTER-MA-US,Others,38340,38340
110,CHESTER,MA,US,1011,05666889,1997,1995,05666889-2,05666889-2,CHESTER-MA-US,Others,38340,38340
122,CHESTER,MA,US,1011,07735459,2010,2007,07735459-2,07735459-2,CHESTER-MA-US,Others,38340,38340
,CHESTER,MA,US,1011,D0485965,2004,2002,04136670-1,04136670-1,CHESTER-MA-US,NA,38340,38340
110,CHESTER,MA,US,1011,07624690,2009,2006,07146916-7,07146916-7,CHESTER-MA-US,Others,38340,38340
450,CHESTER,MA,US,1011,06645042,2003,2001,04136670-1,04136670-1,CHESTER-MA-US,Others,38340,38340
536,CHESTER,MA,US,1011,05877305,1999,1994,05013653-1,05013653-1,CHESTER-MA-US,Chemical,38340,38340
209,CHESTER,MA,US,1011,04136018,1979,1977,04136018-3,04136018-3,CHESTER-MA-US,Mechanical,38340,38340
122,CHESTER,MA,US,1011,07735459,2010,2007,07735459-3,07735459-3,CHESTER-MA-US,Others,38340,38340
110,CHESTER,MA,US,1011,07448331,2008,2006,07146916-7,07146916-7,CHESTER-MA-US,Others,38340,38340
24,CHESTERFIELD,MA,US,1012,07281302,2007,2005,07127779-0,07127779-0,CHESTERFIELD-MA-US,Others,44140,44140
33,CHESTERFIELD,MA,US,1012,05353516,1994,1993,05353516-1,05353516-1,CHESTERFIELD-MA-US,Others,44140,44140
277,CHESTERFIELD,MA,US,1012,05487549,1996,1994,05353516-1,05353516-1,CHESTERFIELD-MA-US,Others,44140,44140
707,CHESTERFIELD,MA,US,1012,07512619,2009,2005,07512619-0,07512619-0,CHESTERFIELD-MA-US,Computers & Communications,44140,44140
277,CHESTERFIELD,MA,US,1012,05487549,1996,1994,05487549-2,05487549-2,CHESTERFIELD-MA-US,Others,44140,44140
277,CHESTERFIELD,MA,US,1012,07032903,2006,2000,05353516-1,05353516-1,CHESTERFIELD-MA-US,Others,44140,44140
277,CHESTERFIELD,MA,US,1012,05464226,1995,1993,05353516-1,05353516-1,CHESTERFIELD-MA-US,Others,44140,44140
415,CHESTERFIELD,MA,US,1012,05775873,1998,1996,05353516-1,05353516-1,CHESTERFIELD-MA-US,Mechanical,44140,44140
415,CHESTERFIELD,MA,US,1012,05547340,1996,1994,05353516-1,05353516-1,CHESTERFIELD-MA-US,Mechanical,44140,44140
455,CHESTERFIELD,MA,US,1012,05701583,1997,1995,05488737-2,05488737-2,CHESTERFIELD-MA-US,Computers & Communications,44140,44140
277,CHESTERFIELD,MA,US,1012,07168708,2007,2005,05353516-1,05353516-1,CHESTERFIELD-MA-US,Others,44140,44140
340,CHESTERFIELD,MA,US,1012,05229746,1993,1991,05229746-1,05229746-1,CHESTERFIELD-MA-US,Computers & Communications,44140,44140
15,CHESTERFIELD,MA,US,1012,03967341,1976,1975,03967341-1,03967341-1,CHESTERFIELD-MA-US,Others,44140,44140
277,CHESTERFIELD,MA,US,1012,05362072,1994,1992,05353516-1,05353516-1,CHESTERFIELD-MA-US,Others,44140,44140
24,CHESTERFIELD,MA,US,1012,07356885,2008,2006,07127779-0,07127779-0,CHESTERFIELD-MA-US,Others,44140,44140
138,CHESTERFIELD,MA,US,1012,04237937,1980,1979,04237937-1,04237937-1,CHESTERFIELD-MA-US,Others,44140,44140
277,CHESTERFIELD,MA,US,1012,06318728,2001,1998,06318728-2,06318728-2,CHESTERFIELD-MA-US,Others,44140,44140
277,CHESTERFIELD,MA,US,1012,05433453,1995,1994,05353516-1,05353516-1,CHESTERFIELD-MA-US,Others,44140,44140
415,CHESTERFIELD,MA,US,1012,05628617,1997,1996,05353516-1,05353516-1,CHESTERFIELD-MA-US,Mechanical,44140,44140
24,CHESTERFIELD,MA,US,1012,07127779,2006,2004,07127779-0,07127779-0,CHESTERFIELD-MA-US,Others,44140,44140
60,CHICOPEE,MA,US,1022,07743600,2010,2006,07743600-4,07743600-4,CHICOPEE-MA-US,Electrical & Electronic,44140,44140
473,CHICOPEE,MA,US,1022,06368236,2002,2000,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,06695721,2004,2000,06206792-3,06206792-3,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,07503861,2009,2005,07503861-0,07503861-0,CHICOPEE-MA-US,Others,44140,44140
55,CHICOPEE,MA,US,1022,04156601,1979,1978,04156601-1,04156601-1,CHICOPEE-MA-US,Chemical,44140,44140
524,CHICOPEE,MA,US,1022,05731371,1998,1995,06709349-1,06709349-1,CHICOPEE-MA-US,Chemical,44140,44140
42,CHICOPEE,MA,US,1022,06553706,2003,2001,05070684-1,05070684-1,CHICOPEE-MA-US,Mechanical,44140,44140
473,CHICOPEE,MA,US,1022,06896629,2005,2002,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
524,CHICOPEE,MA,US,1022,07115682,2006,2003,06864335-1,06864335-1,CHICOPEE-MA-US,Chemical,44140,44140
473,CHICOPEE,MA,US,1022,07494427,2009,2007,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
524,CHICOPEE,MA,US,1022,07339002,2008,2003,06864335-1,06864335-1,CHICOPEE-MA-US,Chemical,44140,44140
473,CHICOPEE,MA,US,1022,06824476,2004,2001,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,05507493,1996,1995,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,05098097,1992,1991,05091265-1,05091265-1,CHICOPEE-MA-US,Others,44140,44140
428,CHICOPEE,MA,US,1022,05330837,1994,1993,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
525,CHICOPEE,MA,US,1022,06492464,2002,2000,06709349-1,06709349-1,CHICOPEE-MA-US,Chemical,44140,44140
138,CHICOPEE,MA,US,1022,03913625,1975,1972,03913625-1,03913625-1,CHICOPEE-MA-US,Others,44140,44140
366,CHICOPEE,MA,US,1022,06811299,2004,2002,06811299-1,06811299-1,CHICOPEE-MA-US,Chemical,44140,44140
473,CHICOPEE,MA,US,1022,07083534,2006,2005,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
425,CHICOPEE,MA,US,1022,06699027,2004,2002,07281996-1,07281996-1,CHICOPEE-MA-US,Mechanical,44140,44140
473,CHICOPEE,MA,US,1022,06599203,2003,1999,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
340,CHICOPEE,MA,US,1022,05450058,1995,1994,05450058-1,05450058-1,CHICOPEE-MA-US,Computers & Communications,44140,44140
525,CHICOPEE,MA,US,1022,06433094,2002,2000,06709349-1,06709349-1,CHICOPEE-MA-US,Chemical,44140,44140
525,CHICOPEE,MA,US,1022,05688869,1997,1995,06709349-1,06709349-1,CHICOPEE-MA-US,Chemical,44140,44140
525,CHICOPEE,MA,US,1022,06277921,2001,1996,06709349-1,06709349-1,CHICOPEE-MA-US,Chemical,44140,44140
525,CHICOPEE,MA,US,1022,06380310,2002,1999,06709349-1,06709349-1,CHICOPEE-MA-US,Chemical,44140,44140
525,CHICOPEE,MA,US,1022,06469102,2002,2000,06709349-1,06709349-1,CHICOPEE-MA-US,Chemical,44140,44140
473,CHICOPEE,MA,US,1022,06905424,2005,2001,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
428,CHICOPEE,MA,US,1022,05853899,1998,1996,05853899-1,05853899-1,CHICOPEE-MA-US,Others,44140,44140
264,CHICOPEE,MA,US,1022,05824260,1998,1997,05482659-1,05482659-1,CHICOPEE-MA-US,Mechanical,44140,44140
473,CHICOPEE,MA,US,1022,07731605,2010,2009,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
428,CHICOPEE,MA,US,1022,06001482,1999,1997,05688581-1,05688581-1,CHICOPEE-MA-US,Others,44140,44140
408,CHICOPEE,MA,US,1022,05246317,1993,1992,05226762-1,05226762-1,CHICOPEE-MA-US,Mechanical,44140,44140
473,CHICOPEE,MA,US,1022,06520870,2003,2001,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,06793593,2004,2003,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
89,CHICOPEE,MA,US,1022,07389719,2008,2005,06266908-6,06266908-6,CHICOPEE-MA-US,Mechanical,44140,44140
473,CHICOPEE,MA,US,1022,07160210,2007,2005,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
701,CHICOPEE,MA,US,1022,07222015,2007,2003,07222015-1,07222015-1,CHICOPEE-MA-US,Computers & Communications,44140,44140
249,CHICOPEE,MA,US,1022,04334664,1982,1978,05070684-1,05070684-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,06309312,2001,1997,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
522,CHICOPEE,MA,US,1022,06407147,2002,2000,07281996-1,07281996-1,CHICOPEE-MA-US,Chemical,44140,44140
264,CHICOPEE,MA,US,1022,07329375,2008,2004,06206792-3,06206792-3,CHICOPEE-MA-US,Mechanical,44140,44140
473,CHICOPEE,MA,US,1022,05306760,1994,1992,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,06616551,2003,2000,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
277,CHICOPEE,MA,US,1022,07032903,2006,2000,07032903-1,07032903-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,05971871,1999,1998,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
239,CHICOPEE,MA,US,1022,05934569,1999,1997,05323428-2,05323428-2,CHICOPEE-MA-US,Mechanical,44140,44140
223,CHICOPEE,MA,US,1022,06196428,2001,2000,06196428-1,06196428-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,05645497,1997,1995,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
701,CHICOPEE,MA,US,1022,07509209,2009,2007,07222015-1,07222015-1,CHICOPEE-MA-US,Computers & Communications,44140,44140
525,CHICOPEE,MA,US,1022,06451923,2002,2000,06709349-1,06709349-1,CHICOPEE-MA-US,Chemical,44140,44140
525,CHICOPEE,MA,US,1022,06228940,2001,1999,06709349-1,06709349-1,CHICOPEE-MA-US,Chemical,44140,44140
473,CHICOPEE,MA,US,1022,05116060,1992,1991,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,06206792,2001,1999,06206792-3,06206792-3,CHICOPEE-MA-US,Others,44140,44140
450,CHICOPEE,MA,US,1022,04292975,1981,1979,04292975-2,04292975-2,CHICOPEE-MA-US,Others,44140,44140
206,CHICOPEE,MA,US,1022,07100773,2006,2001,06666638-1,06666638-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,06139448,2000,1998,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,06663508,2003,2000,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
148,CHICOPEE,MA,US,1022,06267825,2001,1998,06266908-6,06266908-6,CHICOPEE-MA-US,Mechanical,44140,44140
425,CHICOPEE,MA,US,1022,03994654,1976,1975,03994654-1,03994654-1,CHICOPEE-MA-US,Mechanical,44140,44140
277,CHICOPEE,MA,US,1022,07168708,2007,2005,07032903-1,07032903-1,CHICOPEE-MA-US,Others,44140,44140
,CHICOPEE,MA,US,1022,D0470292,2003,2002,06715200-6,06715200-6,CHICOPEE-MA-US,NA,44140,44140
473,CHICOPEE,MA,US,1022,06790149,2004,2002,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
525,CHICOPEE,MA,US,1022,06407176,2002,1996,06709349-1,06709349-1,CHICOPEE-MA-US,Chemical,44140,44140
47,CHICOPEE,MA,US,1022,07137223,2006,2004,06196447-1,06196447-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,07674191,2010,2009,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
42,CHICOPEE,MA,US,1022,06412208,2002,2000,06266908-6,06266908-6,CHICOPEE-MA-US,Mechanical,44140,44140
42,CHICOPEE,MA,US,1022,07472507,2009,2005,06266908-6,06266908-6,CHICOPEE-MA-US,Mechanical,44140,44140
,CHICOPEE,MA,US,1022,D0441815,2001,2000,06206792-3,06206792-3,CHICOPEE-MA-US,NA,44140,44140
473,CHICOPEE,MA,US,1022,05494291,1996,1993,05091265-1,05091265-1,CHICOPEE-MA-US,Others,44140,44140
56,CHICOPEE,MA,US,1022,05070684,1991,1990,05070684-1,05070684-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,06277035,2001,2000,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
425,CHICOPEE,MA,US,1022,06533566,2003,2001,07281996-1,07281996-1,CHICOPEE-MA-US,Mechanical,44140,44140
522,CHICOPEE,MA,US,1022,07579386,2009,2007,07281996-1,07281996-1,CHICOPEE-MA-US,Chemical,44140,44140
473,CHICOPEE,MA,US,1022,06287217,2001,1999,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,07306529,2007,2005,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
428,CHICOPEE,MA,US,1022,05328750,1994,1991,04900618-3,04900618-3,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,05409233,1995,1993,05091265-1,05091265-1,CHICOPEE-MA-US,Others,44140,44140
264,CHICOPEE,MA,US,1022,06676876,2004,2000,06709349-1,06709349-1,CHICOPEE-MA-US,Mechanical,44140,44140
473,CHICOPEE,MA,US,1022,06368237,2002,1996,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
,CHICOPEE,MA,US,1022,D0424143,2000,1998,06709349-1,06709349-1,CHICOPEE-MA-US,NA,44140,44140
525,CHICOPEE,MA,US,1022,06204331,2001,1998,06709349-1,06709349-1,CHICOPEE-MA-US,Chemical,44140,44140
42,CHICOPEE,MA,US,1022,07600340,2009,2005,06266908-6,06266908-6,CHICOPEE-MA-US,Mechanical,44140,44140
73,CHICOPEE,MA,US,1022,05176024,1993,1990,05070684-1,05070684-1,CHICOPEE-MA-US,Electrical & Electronic,44140,44140
356,CHICOPEE,MA,US,1022,06040906,2000,1996,06040906-1,06040906-1,CHICOPEE-MA-US,Electrical & Electronic,44140,44140
425,CHICOPEE,MA,US,1022,07048534,2006,2004,07281996-1,07281996-1,CHICOPEE-MA-US,Mechanical,44140,44140
280,CHICOPEE,MA,US,1022,05762349,1998,1996,05070684-1,05070684-1,CHICOPEE-MA-US,Mechanical,44140,44140
264,CHICOPEE,MA,US,1022,07128864,2006,2002,07281996-1,07281996-1,CHICOPEE-MA-US,Mechanical,44140,44140
473,CHICOPEE,MA,US,1022,06638184,2003,2001,06638184-4,06638184-4,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,06213894,2001,1998,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
180,CHICOPEE,MA,US,1022,05427193,1995,1993,05186269-1,05186269-1,CHICOPEE-MA-US,Mechanical,44140,44140
473,CHICOPEE,MA,US,1022,07775909,2010,2009,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
132,CHICOPEE,MA,US,1022,04804004,1989,1986,04370989-1,04370989-1,CHICOPEE-MA-US,Others,44140,44140
,CHICOPEE,MA,US,1022,D0417477,1999,1998,06709349-1,06709349-1,CHICOPEE-MA-US,NA,44140,44140
473,CHICOPEE,MA,US,1022,07338391,2008,2007,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
376,CHICOPEE,MA,US,1022,05513227,1996,1994,05323428-2,05323428-2,CHICOPEE-MA-US,Electrical & Electronic,44140,44140
425,CHICOPEE,MA,US,1022,06755634,2004,2002,07281996-1,07281996-1,CHICOPEE-MA-US,Mechanical,44140,44140
473,CHICOPEE,MA,US,1022,06450898,2002,2000,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
361,CHICOPEE,MA,US,1022,04683518,1987,1986,04683518-1,04683518-1,CHICOPEE-MA-US,Electrical & Electronic,44140,44140
473,CHICOPEE,MA,US,1022,06425833,2002,2000,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
525,CHICOPEE,MA,US,1022,06476147,2002,2000,06709349-1,06709349-1,CHICOPEE-MA-US,Chemical,44140,44140
473,CHICOPEE,MA,US,1022,07497791,2009,2007,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
425,CHICOPEE,MA,US,1022,07713044,2010,2007,07281996-1,07281996-1,CHICOPEE-MA-US,Mechanical,44140,44140
473,CHICOPEE,MA,US,1022,06015356,2000,1997,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,06241626,2001,1999,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
,CHICOPEE,MA,US,1022,D0439293,2001,2000,06206792-3,06206792-3,CHICOPEE-MA-US,NA,44140,44140
473,CHICOPEE,MA,US,1022,05800284,1998,1997,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
42,CHICOPEE,MA,US,1022,06330761,2001,2000,06266908-6,06266908-6,CHICOPEE-MA-US,Mechanical,44140,44140
525,CHICOPEE,MA,US,1022,06150470,2000,1995,06709349-1,06709349-1,CHICOPEE-MA-US,Chemical,44140,44140
385,CHICOPEE,MA,US,1022,05970194,1999,1998,05970194-3,05970194-3,CHICOPEE-MA-US,Computers & Communications,44140,44140
273,CHICOPEE,MA,US,1022,06382630,2002,2000,06382630-1,06382630-1,CHICOPEE-MA-US,Others,44140,44140
220,CHICOPEE,MA,US,1022,06230925,2001,1999,05461755-2,05461755-2,CHICOPEE-MA-US,Others,44140,44140
209,CHICOPEE,MA,US,1022,05722543,1998,1995,05722543-1,05722543-1,CHICOPEE-MA-US,Mechanical,44140,44140
430,CHICOPEE,MA,US,1022,05075037,1991,1990,04900618-3,04900618-3,CHICOPEE-MA-US,Chemical,44140,44140
473,CHICOPEE,MA,US,1022,06159110,2000,1998,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
411,CHICOPEE,MA,US,1022,07438513,2008,2005,06666638-1,06666638-1,CHICOPEE-MA-US,Mechanical,44140,44140
473,CHICOPEE,MA,US,1022,07134974,2006,2005,07134974-5,07134974-5,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,05971872,1999,1998,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,06585607,2003,2001,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
425,CHICOPEE,MA,US,1022,06533566,2003,2001,06533566-3,06533566-3,CHICOPEE-MA-US,Mechanical,44140,44140
180,CHICOPEE,MA,US,1022,05186269,1993,1991,05186269-1,05186269-1,CHICOPEE-MA-US,Mechanical,44140,44140
473,CHICOPEE,MA,US,1022,06648777,2003,2001,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,06019688,2000,1999,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
525,CHICOPEE,MA,US,1022,06384140,2002,2000,06384140-1,06384140-1,CHICOPEE-MA-US,Chemical,44140,44140
473,CHICOPEE,MA,US,1022,06210293,2001,1999,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,05741195,1998,1995,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,07524251,2009,2005,07281996-1,07281996-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,06634963,2003,2000,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
525,CHICOPEE,MA,US,1022,05324783,1994,1992,06709349-1,06709349-1,CHICOPEE-MA-US,Chemical,44140,44140
428,CHICOPEE,MA,US,1022,05187013,1993,1992,06709349-1,06709349-1,CHICOPEE-MA-US,Others,44140,44140
74,CHICOPEE,MA,US,1022,05579664,1996,1995,04822320-1,04822320-1,CHICOPEE-MA-US,Mechanical,44140,44140
264,CHICOPEE,MA,US,1022,07591968,2009,2005,07281996-1,07281996-1,CHICOPEE-MA-US,Mechanical,44140,44140
42,CHICOPEE,MA,US,1022,07254913,2007,2005,06266908-6,06266908-6,CHICOPEE-MA-US,Mechanical,44140,44140
473,CHICOPEE,MA,US,1022,06663508,2003,2000,05770325-1,05770325-1,CHICOPEE-MA-US,Others,44140,44140
473,CHICOPEE,MA,US,1022,04844471,1989,1987,04844471-2,04844471-2,CHICOPEE-MA-US,Others,44140,44140
264,CHICOPEE,MA,US,1022,07244384,2007,2000,07281996-1,07281996-1,CHICOPEE-MA-US,Mechanical,44140,44140
211,CHICOPEE,MA,US,1022,06805249,2004,2002,D0478237-1,D0478237-1,CHICOPEE-MA-US,Others,44140,44140
