Class,City,State,Country,Zipcode,Patent,GYear,AppYearStr,lower,upper,Location,Category,csacode,msacode
435,NEW YORK CITY,NY,US,10259,07507529,2009,2003,07507529-0,07507529-0,NEW YORK CITY-NY-US,Drugs & Medical,NA,NA
435,NEW YORK CITY,NY,US,10259,07285408,2007,2003,07138264-2,07138264-2,NEW YORK CITY-NY-US,Drugs & Medical,NA,NA
D11,NEW YORK CITY,NY,US,10259,D0558092,2007,2007,D0556089-0,D0556089-0,NEW YORK CITY-NY-US,NA,NA,NA
607,NEW YORK CITY,NY,US,10259,06167311,2000,1999,06167311-1,06167311-1,NEW YORK CITY-NY-US,Drugs & Medical,NA,NA
558,NEW YORK CITY,NY,US,10259,03956431,1976,1974,03929688-1,03929688-1,NEW YORK CITY-NY-US,Chemical,NA,NA
604,NEW YORK CITY,NY,US,10259,06110151,2000,1998,04094409-3,04094409-3,NEW YORK CITY-NY-US,Drugs & Medical,NA,NA
5,NEW YORK CITY,NY,US,10259,07802334,2010,2010,07802334-0,07802334-0,NEW YORK CITY-NY-US,Others,NA,NA
446,NEW YORK CITY,NY,US,10259,05558550,1996,1994,04440395-3,04440395-3,NEW YORK CITY-NY-US,Others,NA,NA
712,NEW YORK CITY,NY,US,10259,07096343,2006,2000,06272144-1,06272144-1,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
702,NEW YORK CITY,NY,US,10259,07087653,2006,2004,07087653-1,07087653-1,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
623,NEW YORK CITY,NY,US,10259,06695877,2004,2002,06196230-3,06196230-3,NEW YORK CITY-NY-US,Drugs & Medical,NA,NA
707,NEW YORK CITY,NY,US,10259,07657553,2010,2004,05067104-2,05067104-2,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
D11,NEW YORK CITY,NY,US,10259,D0588044,2009,2008,D0588044-0,D0588044-0,NEW YORK CITY-NY-US,NA,NA,NA
705,NEW YORK CITY,NY,US,10259,06449598,2002,1999,06449598-9,06449598-9,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
700,NEW YORK CITY,NY,US,10259,07343210,2008,2004,07343210-1,07343210-1,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
398,NEW YORK CITY,NY,US,10259,06563616,2003,1999,04102876-1,04102876-1,NEW YORK CITY-NY-US,NA,NA,NA
715,NEW YORK CITY,NY,US,10259,06034684,2000,1997,05886698-2,05886698-2,NEW YORK CITY-NY-US,NA,NA,NA
607,NEW YORK CITY,NY,US,10259,06418344,2002,2000,06167311-1,06167311-1,NEW YORK CITY-NY-US,Drugs & Medical,NA,NA
99,NEW YORK CITY,NY,US,10259,05088392,1992,1990,04741486-2,04741486-2,NEW YORK CITY-NY-US,Others,NA,NA
438,NEW YORK CITY,NY,US,10259,07541290,2009,2007,04491499-4,04491499-4,NEW YORK CITY-NY-US,Electrical & Electronic,NA,NA
707,NEW YORK CITY,NY,US,10259,06751608,2004,2001,05067104-2,05067104-2,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
D11,NEW YORK CITY,NY,US,10259,D0563829,2008,2007,D0556089-0,D0556089-0,NEW YORK CITY-NY-US,NA,NA,NA
455,NEW YORK CITY,NY,US,10259,07486943,2009,2004,07486943-2,07486943-2,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
705,NEW YORK CITY,NY,US,10259,07231364,2007,2001,07231364-1,07231364-1,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
715,NEW YORK CITY,NY,US,10259,06034684,2000,1997,05793366-3,05793366-3,NEW YORK CITY-NY-US,NA,NA,NA
705,NEW YORK CITY,NY,US,10259,07756768,2010,2006,07555453-0,07555453-0,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
53,NEW YORK CITY,NY,US,10259,06804930,2004,2003,04271999-1,04271999-1,NEW YORK CITY-NY-US,Others,NA,NA
435,NEW YORK CITY,NY,US,10259,06566098,2003,1995,04820631-2,04820631-2,NEW YORK CITY-NY-US,Drugs & Medical,NA,NA
73,NEW YORK CITY,NY,US,10259,05257539,1993,1992,03858587-2,03858587-2,NEW YORK CITY-NY-US,Electrical & Electronic,NA,NA
707,NEW YORK CITY,NY,US,10259,04800485,1989,1986,04800485-2,04800485-2,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
455,NEW YORK CITY,NY,US,10259,06501963,2002,1999,06380910-1,06380910-1,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
705,NEW YORK CITY,NY,US,10259,06876976,2005,2000,04440395-3,04440395-3,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
705,NEW YORK CITY,NY,US,10259,07590595,2009,2003,07590595-0,07590595-0,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
705,NEW YORK CITY,NY,US,10259,07359875,2008,2001,07359875-3,07359875-3,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
707,NEW YORK CITY,NY,US,10259,06587860,2003,1999,05696896-2,05696896-2,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
707,NEW YORK CITY,NY,US,10259,07783689,2010,2006,07617182-0,07783689-1,NEW YORK CITY-NY-US,Computers & Communications,NA,NA
D11,NEW YORK CITY,NY,US,10259,D0556633,2007,2007,D0556089-0,D0556089-0,NEW YORK CITY-NY-US,NA,NA,NA
D11,NEW YORK CITY,NY,US,10259,D0606898,2009,2007,D0556089-0,D0556089-0,NEW YORK CITY-NY-US,NA,NA,NA
D11,NEW YORK CITY,NY,US,10259,D0609134,2010,2007,D0556089-0,D0556089-0,NEW YORK CITY-NY-US,NA,NA,NA
248,CUMMINGTON,MA,US,1026,06082689,2000,1995,06082689-1,06082689-1,CUMMINGTON-MA-US,Others,44140,44140
361,CUMMINGTON,MA,US,1026,05959822,1999,1995,05402100-2,05959822-2,CUMMINGTON-MA-US,Electrical & Electronic,44140,44140
410,CUMMINGTON,MA,US,1026,07762750,2010,2006,07762750-1,07762750-1,CUMMINGTON-MA-US,Mechanical,44140,44140
338,CUMMINGTON,MA,US,1026,05402100,1995,1993,05402100-2,05402100-2,CUMMINGTON-MA-US,Electrical & Electronic,44140,44140
525,EASTHAMPTON,MA,US,1027,05137982,1992,1991,03957843-1,03957843-1,EASTHAMPTON-MA-US,Chemical,44140,44140
285,EASTHAMPTON,MA,US,1027,06702338,2004,2002,06702338-1,06702338-1,EASTHAMPTON-MA-US,Others,44140,44140
204,EASTHAMPTON,MA,US,1027,04855029,1989,1987,04190088-3,04190088-3,EASTHAMPTON-MA-US,Chemical,44140,44140
428,EASTHAMPTON,MA,US,1027,05399413,1995,1993,05399413-7,05399413-7,EASTHAMPTON-MA-US,Others,44140,44140
40,WESTHAMPTON,MA,US,1027,04702026,1987,1986,04702026-1,04702026-1,WESTHAMPTON-MA-US,Others,44140,44140
436,EASTHAMPTON,MA,US,1027,06338967,2002,1999,04751068-1,04751068-1,EASTHAMPTON-MA-US,Chemical,44140,44140
42,EASTHAMPTON,MA,US,1027,06360468,2002,2000,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
323,EASTHAMPTON,MA,US,1027,07859238,2010,2009,06278264-2,06278264-2,EASTHAMPTON-MA-US,Electrical & Electronic,44140,44140
42,EASTHAMPTON,MA,US,1027,06571502,2003,2001,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
42,EASTHAMPTON,MA,US,1027,05437118,1995,1994,05404667-1,05404667-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
323,EASTHAMPTON,MA,US,1027,07548046,2009,2007,06278264-2,06278264-2,EASTHAMPTON-MA-US,Electrical & Electronic,44140,44140
422,EASTHAMPTON,MA,US,1027,06241946,2001,1998,04751068-1,04751068-1,EASTHAMPTON-MA-US,Chemical,44140,44140
62,EASTHAMPTON,MA,US,1027,07051542,2006,2003,05822996-1,05822996-1,EASTHAMPTON-MA-US,Others,44140,44140
427,EASTHAMPTON,MA,US,1027,06413590,2002,2000,03957843-1,03957843-1,EASTHAMPTON-MA-US,Chemical,44140,44140
5,WESTHAMPTON,MA,US,1027,05335385,1994,1993,05335385-1,05335385-1,WESTHAMPTON-MA-US,Others,44140,44140
398,EASTHAMPTON,MA,US,1027,06128116,2000,1997,06128116-2,06128116-2,EASTHAMPTON-MA-US,NA,44140,44140
29,EASTHAMPTON,MA,US,1027,04658490,1987,1985,04658490-1,04658490-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
370,EASTHAMPTON,MA,US,1027,07085236,2006,2002,07085236-2,07085236-2,EASTHAMPTON-MA-US,Computers & Communications,44140,44140
83,EASTHAMPTON,MA,US,1027,04200016,1980,1978,04200016-2,04200016-2,EASTHAMPTON-MA-US,Mechanical,44140,44140
42,EASTHAMPTON,MA,US,1027,06357157,2002,2000,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
123,EASTHAMPTON,MA,US,1027,04426970,1984,1981,04426970-2,04426970-2,EASTHAMPTON-MA-US,Mechanical,44140,44140
222,EASTHAMPTON,MA,US,1027,04964548,1990,1989,04964548-1,04964548-1,EASTHAMPTON-MA-US,Chemical,44140,44140
251,WESTHAMPTON,MA,US,1027,07740228,2010,2006,06307138-1,06307138-1,WESTHAMPTON-MA-US,Mechanical,44140,44140
359,EASTHAMPTON,MA,US,1027,06473238,2002,2001,06473238-1,06473238-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
359,EASTHAMPTON,MA,US,1027,06587276,2003,2001,06473238-1,06473238-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
42,EASTHAMPTON,MA,US,1027,06345462,2002,2000,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
137,EASTHAMPTON,MA,US,1027,06622750,2003,2003,06622750-1,06622750-1,EASTHAMPTON-MA-US,Others,44140,44140
502,EASTHAMPTON,MA,US,1027,04939112,1990,1988,03957843-1,03957843-1,EASTHAMPTON-MA-US,Chemical,44140,44140
62,EASTHAMPTON,MA,US,1027,07225629,2007,2004,05822996-1,05822996-1,EASTHAMPTON-MA-US,Others,44140,44140
30,EASTHAMPTON,MA,US,1027,07086158,2006,2002,07086158-2,07086158-2,EASTHAMPTON-MA-US,Others,44140,44140
411,WESTHAMPTON,MA,US,1027,06565303,2003,2001,05803693-3,05803693-3,WESTHAMPTON-MA-US,Mechanical,44140,44140
248,EASTHAMPTON,MA,US,1027,06347773,2002,2000,05915940-1,05915940-1,EASTHAMPTON-MA-US,Others,44140,44140
264,EASTHAMPTON,MA,US,1027,03996330,1976,1975,03936261-1,03936261-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
5,WESTHAMPTON,MA,US,1027,05448791,1995,1993,05335385-1,05335385-1,WESTHAMPTON-MA-US,Others,44140,44140
411,EASTHAMPTON,MA,US,1027,07686556,2010,2005,07686556-1,07686556-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
181,EASTHAMPTON,MA,US,1027,06056083,2000,1998,06473238-1,06473238-1,EASTHAMPTON-MA-US,Others,44140,44140
138,EASTHAMPTON,MA,US,1027,04675221,1987,1980,04190088-3,04190088-3,EASTHAMPTON-MA-US,Others,44140,44140
42,EASTHAMPTON,MA,US,1027,06574898,2003,2001,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
42,EASTHAMPTON,MA,US,1027,06360469,2002,2000,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
42,EASTHAMPTON,MA,US,1027,06360470,2002,2000,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
623,EASTHAMPTON,MA,US,1027,07074236,2006,2004,06676692-2,06676692-2,EASTHAMPTON-MA-US,Drugs & Medical,44140,44140
138,EASTHAMPTON,MA,US,1027,04190088,1980,1978,04190088-3,04190088-3,EASTHAMPTON-MA-US,Others,44140,44140
623,EASTHAMPTON,MA,US,1027,06837901,2005,2001,06676692-2,06676692-2,EASTHAMPTON-MA-US,Drugs & Medical,44140,44140
528,WESTHAMPTON,MA,US,1027,05149756,1992,1989,05039762-1,05039762-1,WESTHAMPTON-MA-US,Chemical,44140,44140
134,WESTHAMPTON,MA,US,1027,04922938,1990,1989,04922938-2,04922938-2,WESTHAMPTON-MA-US,Others,44140,44140
430,EASTHAMPTON,MA,US,1027,06537720,2003,1996,03957843-1,03957843-1,EASTHAMPTON-MA-US,Chemical,44140,44140
623,EASTHAMPTON,MA,US,1027,07258696,2007,2004,06676692-2,06676692-2,EASTHAMPTON-MA-US,Drugs & Medical,44140,44140
623,EASTHAMPTON,MA,US,1027,06849084,2005,2002,06676692-2,06676692-2,EASTHAMPTON-MA-US,Drugs & Medical,44140,44140
148,EASTHAMPTON,MA,US,1027,05401334,1995,1993,04190088-3,04190088-3,EASTHAMPTON-MA-US,Mechanical,44140,44140
222,EASTHAMPTON,MA,US,1027,05584418,1996,1994,04964548-1,04964548-1,EASTHAMPTON-MA-US,Chemical,44140,44140
411,WESTHAMPTON,MA,US,1027,05803693,1998,1997,05803693-3,05803693-3,WESTHAMPTON-MA-US,Mechanical,44140,44140
42,EASTHAMPTON,MA,US,1027,06412208,2002,2000,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
62,EASTHAMPTON,MA,US,1027,06925821,2005,2003,05822996-1,05822996-1,EASTHAMPTON-MA-US,Others,44140,44140
222,EASTHAMPTON,MA,US,1027,06095374,2000,1999,06095374-3,06095374-3,EASTHAMPTON-MA-US,Chemical,44140,44140
430,EASTHAMPTON,MA,US,1027,05156938,1992,1991,03957843-1,03957843-1,EASTHAMPTON-MA-US,Chemical,44140,44140
216,WESTHAMPTON,MA,US,1027,04966647,1990,1990,04922938-2,04922938-2,WESTHAMPTON-MA-US,Chemical,44140,44140
89,EASTHAMPTON,MA,US,1027,07328645,2008,2004,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
436,EASTHAMPTON,MA,US,1027,05496737,1996,1993,04751068-1,04751068-1,EASTHAMPTON-MA-US,Chemical,44140,44140
89,EASTHAMPTON,MA,US,1027,07748306,2010,2007,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
252,EASTHAMPTON,MA,US,1027,05707554,1998,1996,03957843-1,03957843-1,EASTHAMPTON-MA-US,Chemical,44140,44140
62,EASTHAMPTON,MA,US,1027,07707842,2010,2007,05822996-1,05822996-1,EASTHAMPTON-MA-US,Others,44140,44140
428,EASTHAMPTON,MA,US,1027,05939193,1999,1994,05399413-7,05399413-7,EASTHAMPTON-MA-US,Others,44140,44140
242,EASTHAMPTON,MA,US,1027,04165842,1979,1978,04165842-1,04165842-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
528,WESTHAMPTON,MA,US,1027,05087690,1992,1989,05039762-1,05039762-1,WESTHAMPTON-MA-US,Chemical,44140,44140
63,EASTHAMPTON,MA,US,1027,05398525,1995,1993,05036682-1,05036682-1,EASTHAMPTON-MA-US,Others,44140,44140
428,EASTHAMPTON,MA,US,1027,04656087,1987,1986,03957843-1,03957843-1,EASTHAMPTON-MA-US,Others,44140,44140
42,EASTHAMPTON,MA,US,1027,05404667,1995,1994,05404667-1,05404667-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
252,EASTHAMPTON,MA,US,1027,05259992,1993,1992,03957843-1,03957843-1,EASTHAMPTON-MA-US,Chemical,44140,44140
156,EASTHAMPTON,MA,US,1027,06408915,2002,2000,06408915-3,06408915-3,EASTHAMPTON-MA-US,Chemical,44140,44140
148,EASTHAMPTON,MA,US,1027,04591397,1986,1985,04591397-2,04591397-2,EASTHAMPTON-MA-US,Mechanical,44140,44140
705,E HAMPTON,MA,US,1027,07430516,2008,2000,07430516-0,07430516-0,E HAMPTON-MA-US,Computers & Communications,44140,44140
43,EASTHAMPTON,MA,US,1027,05915940,1999,1998,05915940-1,05915940-1,EASTHAMPTON-MA-US,Others,44140,44140
340,EASTHAMPTON,MA,US,1027,04876525,1989,1988,04876525-1,04876525-1,EASTHAMPTON-MA-US,Computers & Communications,44140,44140
156,EASTHAMPTON,MA,US,1027,06171422,2001,1998,03957843-1,03957843-1,EASTHAMPTON-MA-US,Chemical,44140,44140
29,EASTHAMPTON,MA,US,1027,07024883,2006,2003,05822996-1,05822996-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
,EASTHAMPTON,MA,US,1027,D0431467,2000,1999,06095374-3,06095374-3,EASTHAMPTON-MA-US,NA,44140,44140
702,EASTHAMPTON,MA,US,1027,06526368,2003,2000,06128116-2,06128116-2,EASTHAMPTON-MA-US,Computers & Communications,44140,44140
62,EASTHAMPTON,MA,US,1027,07228692,2007,2004,05822996-1,05822996-1,EASTHAMPTON-MA-US,Others,44140,44140
52,EASTHAMPTON,MA,US,1027,05447006,1995,1994,05447006-1,05447006-1,EASTHAMPTON-MA-US,Others,44140,44140
43,WESTHAMPTON,MA,US,1027,05042189,1991,1990,05042189-1,05042189-1,WESTHAMPTON-MA-US,Others,44140,44140
62,EASTHAMPTON,MA,US,1027,07370483,2008,2005,05822996-1,05822996-1,EASTHAMPTON-MA-US,Others,44140,44140
139,EASTHAMPTON,MA,US,1027,03868975,1975,1973,03868975-1,03868975-1,EASTHAMPTON-MA-US,Others,44140,44140
361,EASTHAMPTON,MA,US,1027,05424893,1995,1994,04703574-1,04703574-1,EASTHAMPTON-MA-US,Electrical & Electronic,44140,44140
707,EASTHAMPTON,MA,US,1027,06105023,2000,1997,06105023-1,06105023-1,EASTHAMPTON-MA-US,Computers & Communications,44140,44140
,EASTHAMPTON,MA,US,1027,D0440154,2001,1999,06095374-3,06095374-3,EASTHAMPTON-MA-US,NA,44140,44140
427,EASTHAMPTON,MA,US,1027,05759636,1998,1996,03957843-1,03957843-1,EASTHAMPTON-MA-US,Chemical,44140,44140
139,EASTHAMPTON,MA,US,1027,04002187,1977,1975,03868975-1,03868975-1,EASTHAMPTON-MA-US,Others,44140,44140
359,EASTHAMPTON,MA,US,1027,06490094,2002,2001,06473238-1,06473238-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
42,EASTHAMPTON,MA,US,1027,04575961,1986,1983,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
242,EASTHAMPTON,MA,US,1027,04204650,1980,1978,04165842-1,04165842-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
42,EASTHAMPTON,MA,US,1027,06266908,2001,1998,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
42,EASTHAMPTON,MA,US,1027,06523294,2003,2001,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
62,EASTHAMPTON,MA,US,1027,07310960,2007,2005,05822996-1,05822996-1,EASTHAMPTON-MA-US,Others,44140,44140
403,EASTHAMPTON,MA,US,1027,04111569,1978,1977,04165842-1,04165842-1,EASTHAMPTON-MA-US,Others,44140,44140
359,EASTHAMPTON,MA,US,1027,06441974,2002,2000,06441974-3,06441974-3,EASTHAMPTON-MA-US,Mechanical,44140,44140
264,EASTHAMPTON,MA,US,1027,03996330,1976,1975,03936261-2,03936261-2,EASTHAMPTON-MA-US,Mechanical,44140,44140
424,EASTHAMPTON,MA,US,1027,07468192,2008,2003,07157428-2,07157428-2,EASTHAMPTON-MA-US,Drugs & Medical,44140,44140
424,EASTHAMPTON,MA,US,1027,07537780,2009,2003,07157428-2,07157428-2,EASTHAMPTON-MA-US,Drugs & Medical,44140,44140
623,EASTHAMPTON,MA,US,1027,06676692,2004,2001,06676692-2,06676692-2,EASTHAMPTON-MA-US,Drugs & Medical,44140,44140
42,EASTHAMPTON,MA,US,1027,06286241,2001,1998,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
428,E HAMPTON,MA,US,1027,06210808,2001,1998,06210808-1,06210808-1,E HAMPTON-MA-US,Others,44140,44140
425,EASTHAMPTON,MA,US,1027,03936261,1976,1974,03936261-1,03936261-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
280,EASTHAMPTON,MA,US,1027,04986557,1991,1989,04986557-1,04986557-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
412,EASTHAMPTON,MA,US,1027,05249902,1993,1992,05249902-1,05249902-1,EASTHAMPTON-MA-US,Others,44140,44140
5,EASTHAMPTON,MA,US,1027,07213282,2007,2006,07213282-0,07213282-0,EASTHAMPTON-MA-US,Others,44140,44140
252,EASTHAMPTON,MA,US,1027,05078913,1992,1989,03957843-1,03957843-1,EASTHAMPTON-MA-US,Chemical,44140,44140
323,EASTHAMPTON,MA,US,1027,07317305,2008,2005,06278264-2,06278264-2,EASTHAMPTON-MA-US,Electrical & Electronic,44140,44140
5,EASTHAMPTON,MA,US,1027,06523199,2003,2001,05915940-1,05915940-1,EASTHAMPTON-MA-US,Others,44140,44140
138,EASTHAMPTON,MA,US,1027,04259989,1981,1979,04190088-3,04190088-3,EASTHAMPTON-MA-US,Others,44140,44140
522,EASTHAMPTON,MA,US,1027,06326415,2001,1999,03957843-1,03957843-1,EASTHAMPTON-MA-US,Chemical,44140,44140
162,WESTHAMPTON,MA,US,1027,06616802,2003,2002,06616802-2,06616802-2,WESTHAMPTON-MA-US,Chemical,44140,44140
556,EASTHAMPTON,MA,US,1027,05354880,1994,1992,03957843-1,03957843-1,EASTHAMPTON-MA-US,Chemical,44140,44140
425,EASTHAMPTON,MA,US,1027,03936261,1976,1974,03936261-2,03936261-2,EASTHAMPTON-MA-US,Mechanical,44140,44140
525,WESTHAMPTON,MA,US,1027,05079315,1992,1989,05039762-1,05039762-1,WESTHAMPTON-MA-US,Chemical,44140,44140
588,EASTHAMPTON,MA,US,1027,05364568,1994,1992,05364568-3,05364568-3,EASTHAMPTON-MA-US,Chemical,44140,44140
43,EASTHAMPTON,MA,US,1027,05915940,1999,1998,05915940-2,05915940-2,EASTHAMPTON-MA-US,Others,44140,44140
702,EASTHAMPTON,MA,US,1027,06701277,2004,2002,06128116-2,06128116-2,EASTHAMPTON-MA-US,Computers & Communications,44140,44140
428,EASTHAMPTON,MA,US,1027,06458449,2002,1999,06458449-2,06458449-2,EASTHAMPTON-MA-US,Others,44140,44140
42,EASTHAMPTON,MA,US,1027,06345461,2002,2000,04575961-1,04575961-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
451,EASTHAMPTON,MA,US,1027,04192104,1980,1978,04192104-1,04192104-1,EASTHAMPTON-MA-US,Mechanical,44140,44140
719,EASTHAMPTON,MA,US,1027,07653912,2010,2003,04622631-1,04622631-1,EASTHAMPTON-MA-US,NA,44140,44140
366,WESTHAMPTON,MA,US,1027,06682215,2004,2002,06616802-2,06616802-2,WESTHAMPTON-MA-US,Chemical,44140,44140
62,EASTHAMPTON,MA,US,1027,07010925,2006,2004,05822996-1,05822996-1,EASTHAMPTON-MA-US,Others,44140,44140
428,EASTHAMPTON,MA,US,1027,05869179,1999,1996,03957843-1,03957843-1,EASTHAMPTON-MA-US,Others,44140,44140
526,EASTHAMPTON,MA,US,1027,05883212,1999,1996,03957843-1,03957843-1,EASTHAMPTON-MA-US,Chemical,44140,44140
525,WESTHAMPTON,MA,US,1027,05039762,1991,1989,05039762-1,05039762-1,WESTHAMPTON-MA-US,Chemical,44140,44140
182,EASTHAMPTON,MA,US,1027,04883145,1989,1989,04883145-1,04883145-1,EASTHAMPTON-MA-US,Others,44140,44140
137,EASTHAMPTON,MA,US,1027,06279603,2001,1998,04426970-2,06279603-1,EASTHAMPTON-MA-US,Others,44140,44140
424,EASTHAMPTON,MA,US,1027,06949252,2005,2002,05779960-1,05779960-1,EASTHAMPTON-MA-US,Drugs & Medical,44140,44140
252,EASTHAMPTON,MA,US,1027,05618472,1997,1994,05364568-3,05364568-3,EASTHAMPTON-MA-US,Chemical,44140,44140
434,EASTHAMPTON,MA,US,1027,05658150,1997,1995,05658150-1,05658150-1,EASTHAMPTON-MA-US,Others,44140,44140
719,EASTHAMPTON,MA,US,1027,07685607,2010,2003,04622631-1,04622631-1,EASTHAMPTON-MA-US,NA,44140,44140
,NEW YORK,NY,US,10292,D0468208,2003,2001,06626380-3,06626380-3,NEW YORK-NY-US,NA,NA,NA
227,NEW YORK,NY,US,10292,04273279,1981,1979,04235161-1,04235161-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0468340,2003,2001,06933447-0,06933447-0,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0468349,2003,2001,D0468349-1,D0468349-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0468349,2003,2001,04198047-2,04198047-2,NEW YORK-NY-US,NA,NA,NA
227,NEW YORK,NY,US,10292,05240163,1993,1991,04094409-3,04094409-3,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0468473,2003,2002,D0468473-3,D0468473-3,NEW YORK-NY-US,NA,NA,NA
227,NEW YORK,NY,US,10292,05482196,1996,1993,03872539-1,03872539-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0468535,2003,2002,06688507-1,06688507-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0469206,2003,2001,06662732-1,06662732-1,NEW YORK-NY-US,NA,NA,NA
227,NEW YORK,NY,US,10292,06536646,2003,2000,03913817-2,03913817-2,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0469251,2003,2001,06435391-1,06435391-1,NEW YORK-NY-US,NA,NA,NA
227,NEW YORK,NY,US,10292,04589583,1986,1984,04235161-1,04235161-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0469358,2003,2001,06367670-4,06367670-4,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0469359,2003,2001,06367670-4,06367670-4,NEW YORK-NY-US,NA,NA,NA
227,NEW YORK,NY,US,10292,03923228,1975,1974,04093497-1,04093497-1,NEW YORK-NY-US,Mechanical,NA,NA
128,NEW YORK,NY,US,10292,05284162,1994,1992,04950285-1,04950285-1,NEW YORK-NY-US,Drugs & Medical,NA,NA
,NEW YORK,NY,US,10292,D0469604,2003,2001,06435391-1,06435391-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0469640,2003,2001,06266854-2,06266854-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0469640,2003,2001,04741486-2,04741486-2,NEW YORK-NY-US,NA,NA,NA
424,NEW YORK,NY,US,10292,04879114,1989,1985,04133031-1,04133031-1,NEW YORK-NY-US,Drugs & Medical,NA,NA
,NEW YORK,NY,US,10292,D0469667,2003,2002,06001082-2,06001082-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0469695,2003,2001,06367670-4,06367670-4,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0469696,2003,2001,06367670-4,06367670-4,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0469801,2003,2001,D0468349-1,D0468349-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0469801,2003,2001,04198047-2,04198047-2,NEW YORK-NY-US,NA,NA,NA
227,NEW YORK,NY,US,10292,05395034,1995,1992,04094409-3,04094409-3,NEW YORK-NY-US,Mechanical,NA,NA
227,NEW YORK,NY,US,10292,04333596,1982,1980,04235161-1,04235161-1,NEW YORK-NY-US,Mechanical,NA,NA
424,NEW YORK,NY,US,10292,07041504,2006,2000,04240220-1,04240220-1,NEW YORK-NY-US,Drugs & Medical,NA,NA
,NEW YORK,NY,US,10292,D0469953,2003,2001,06435391-1,06435391-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0470009,2003,2002,06212276-2,06212276-2,NEW YORK-NY-US,NA,NA,NA
